Sr No,Name of Institute,Institute Type,Branch,Admission Category,Quota,First Admitted DDCET Marks,First Admitted DDCET Rank,Last Admitted DDCET Marks,Last Admitted DDCET Rank
291,"GEC, Bharuch",GOV,Electrical Engg.,OP,Home State,172,24,84,3622
292,"GEC, Bharuch",GOV,Electrical Engg.,SC,Home State,64,7279,48,11790
293,"GEC, Bharuch",GOV,Electrical Engg.,SE,Home State,80,4158,55,9909
294,"GEC, Bharuch",GOV,Electrical Engg.,ST,Home State,69.5,6058,45.5,12489
295,"GEC, Bharuch",GOV,Mechanical Engg.,OP,Home State,120.5,983,15.5,17108
296,"GEC, Bharuch",GOV,Chemical Engg.,EW,Home State,117.5,1113,117.5,1113
297,"GEC, Bharuch",GOV,Chemical Engg.,OP,Home State,138,453,121.5,943
298,"GEC, Bharuch",GOV,Chemical Engg.,SC,Home State,73.5,5285,73.5,5285
299,"GEC, Bharuch",GOV,Chemical Engg.,SE,Home State,116,1172,98,2264
300,"GEC, Bharuch",GOV,Chemical Engg.,ST,Home State,69,6141,44.5,12860
301,"GEC, Bharuch",GOV,Chemical Engg.,TF,Home State,144.5,319,144.5,319
302,"GEC, Bharuch",GOV,EC Engg.,OP,Home State,98,2266,34,15406
303,"GEC, Bharuch",GOV,EC Engg.,TF,Home State,70,6026,70,6026
304,"GEC, Bharuch",GOV,Civil Engg.,OP,All India,91.5,2846,60.5,8262
305,"GEC, Bharuch",GOV,Mechanical Engg.,OP,All India,47,12229,25,16561
306,"GEC, Bhavnagar",GOV,Civil Engg.,OP,Home State,128,716,38,14516
307,"GEC, Bhavnagar",GOV,Computer Engg.,EW,Home State,138.5,445,138.5,445
308,"GEC, Bhavnagar",GOV,Computer Engg.,OP,Home State,153.5,180,139,433
309,"GEC, Bhavnagar",GOV,Computer Engg.,SC,Home State,136,503,136,503
310,"GEC, Bhavnagar",GOV,Computer Engg.,SE,Home State,138.5,437,118,1077
311,"GEC, Bhavnagar",GOV,Computer Engg.,TF,Home State,165,57,165,57
312,"GEC, Bhavnagar",GOV,Information Tech.,EW,Home State,130.5,644,127.5,744
313,"GEC, Bhavnagar",GOV,Information Tech.,OP,Home State,157,140,130.5,636
314,"GEC, Bhavnagar",GOV,Information Tech.,SC,Home State,109.5,1457,109.5,1457
315,"GEC, Bhavnagar",GOV,Information Tech.,SE,Home State,121.5,936,116.5,1140
316,"GEC, Bhavnagar",GOV,Mechanical Engg.,OP,Home State,128.5,715,13.5,17158
317,"GEC, Bhavnagar",GOV,Mechanical Engg.,TF,Home State,103,1847,103,1847
318,"GEC, Bhavnagar",GOV,EC Engg.,OP,Home State,83.5,3703,48.5,11742
319,"GEC, Bhavnagar",GOV,Information & Communication Tech.,EW,Home State,96,2400,95,2507
320,"GEC, Bhavnagar",GOV,Information & Communication Tech.,OP,Home State,130,654,97,2331
321,"GEC, Bhavnagar",GOV,Information & Communication Tech.,SE,Home State,101.5,1989,83.5,3690
322,"GEC, Bhavnagar",GOV,Mechanical Engg.,OP,All India,66,6809,66,6809
323,"GEC, Bhavnagar",GOV,EC Engg.,OP,All India,73,5402,49,11552
324,"GEC, Bhavnagar",GOV,Information & Communication Tech.,OP,All India,49.5,11521,49.5,11521
325,"GEC, Bhuj",GOV,Civil Engg.,OP,Home State,99.5,2166,25,16589
326,"GEC, Bhuj",GOV,Civil Engg.,TF,Home State,121.5,940,121.5,940
327,"GEC, Bhuj",GOV,Electrical Engg.,OP,Home State,167,45,19.5,16977
328,"GEC, Bhuj",GOV,Mechanical Engg.,OP,Home State,120,988,32,15813
329,"GEC, Bhuj",GOV,Mechanical Engg.,TF,Home State,78.5,4396,78.5,4396
330,"GEC, Bhuj",GOV,Chemical Engg.,OP,Home State,90.5,2915,17.5,17046
331,"GEC, Bhuj",GOV,Mining Engg.,OP,Home State,63.5,7427,42,13596
332,"GEC, Bhuj",GOV,Civil Engg.,OP,All India,55,9754,55,9754
333,"GEC, Dahod",GOV,Civil Engg.,OP,Home State,82.5,3889,30,16018
334,"GEC, Dahod",GOV,Computer Engg.,EW,Home State,89.5,3022,87,3288
335,"GEC, Dahod",GOV,Computer Engg.,OP,Home State,115,1212,94.5,2549
336,"GEC, Dahod",GOV,Computer Engg.,SC,Home State,75,5026,70,5926
337,"GEC, Dahod",GOV,Computer Engg.,SE,Home State,90.5,2903,80,4236
338,"GEC, Dahod",GOV,Computer Engg.,ST,Home State,49.5,11479,35,15282
339,"GEC, Dahod",GOV,Electrical Engg.,OP,Home State,77.5,4554,30,16077
340,"GEC, Dahod",GOV,Mechanical Engg.,OP,Home State,57.5,8985,47.5,11889
341,"GEC, Dahod",GOV,Mechanical Engg.,TF,Home State,67.5,6437,67.5,6437
342,"GEC, Dahod",GOV,EC Engg.,OP,Home State,115,1223,56.5,9438
343,"GEC, Dahod",GOV,Mechanical Engg.,OP,All India,108.5,1510,57.5,9176
344,"GEC, Gandhinagar",GOV,Civil Engg.,EW,Home State,84.5,3564,58,8890
345,"GEC, Gandhinagar",GOV,Civil Engg.,OP,Home State,102.5,1910,86,3391
346,"GEC, Gandhinagar",GOV,Civil Engg.,SC,Home State,57.5,9077,23.5,16686
347,"GEC, Gandhinagar",GOV,Civil Engg.,SE,Home State,82.5,3866,42.5,13352
348,"GEC, Gandhinagar",GOV,Civil Engg.,ST,Home State,58,8934,26,16481
349,"GEC, Gandhinagar",GOV,Civil Engg.,TF,Home State,109,1490,109,1490
350,"GEC, Gandhinagar",GOV,Computer Engg.,EW,Home State,143,350,139.5,426
351,"GEC, Gandhinagar",GOV,Computer Engg.,OP,Home State,153.5,181,144.5,321
352,"GEC, Gandhinagar",GOV,Computer Engg.,OPPH,Home State,45,12645,45,12645
353,"GEC, Gandhinagar",GOV,Computer Engg.,SC,Home State,126,793,95,2496
354,"GEC, Gandhinagar",GOV,Computer Engg.,SE,Home State,144.5,323,130,662
355,"GEC, Gandhinagar",GOV,Computer Engg.,ST,Home State,71.5,5621,48,11863
356,"GEC, Gandhinagar",GOV,Electrical Engg.,EW,Home State,89,3065,77.5,4601
357,"GEC, Gandhinagar",GOV,Electrical Engg.,OP,Home State,115,1226,94,2577
358,"GEC, Gandhinagar",GOV,Electrical Engg.,SC,Home State,75.5,4894,74.5,5093
359,"GEC, Gandhinagar",GOV,Electrical Engg.,SE,Home State,91,2865,85,3483
360,"GEC, Gandhinagar",GOV,Electrical Engg.,ST,Home State,71,5722,65.5,6961
361,"GEC, Gandhinagar",GOV,Electrical Engg.,TF,Home State,105.5,1697,105.5,1697
362,"GEC, Gandhinagar",GOV,Information Tech.,EW,Home State,138.5,440,131.5,622
363,"GEC, Gandhinagar",GOV,Information Tech.,OP,Home State,146,293,140.5,398
364,"GEC, Gandhinagar",GOV,Information Tech.,SC,Home State,127.5,732,123.5,867
365,"GEC, Gandhinagar",GOV,Information Tech.,SE,Home State,138,449,132.5,600
366,"GEC, Gandhinagar",GOV,Information Tech.,ST,Home State,60.5,8241,54,10119
367,"GEC, Gandhinagar",GOV,Information Tech.,TF,Home State,149.5,235,149.5,235
368,"GEC, Gandhinagar",GOV,Mechanical Engg.,EW,Home State,86.5,3333,60,8302
369,"GEC, Gandhinagar",GOV,Mechanical Engg.,OP,Home State,120,1005,88.5,3142
370,"GEC, Gandhinagar",GOV,Mechanical Engg.,SC,Home State,84,3624,50,11150
371,"GEC, Gandhinagar",GOV,Mechanical Engg.,SE,Home State,87.5,3232,63.5,7473
372,"GEC, Gandhinagar",GOV,Biomedical Engg.,OP,Home State,86,3417,34.5,15381
373,"GEC, Gandhinagar",GOV,Biomedical Engg.,TF,Home State,79,4327,79,4327
374,"GEC, Gandhinagar",GOV,EC Engg.,OP,Home State,93,2696,22.5,16780
375,"GEC, Gandhinagar",GOV,EC Engg.,TF,Home State,98.5,2232,98.5,2232
376,"GEC, Gandhinagar",GOV,Instrumentation & Control Engg.,OP,Home State,77.5,4540,22.5,16814
377,"GEC, Gandhinagar",GOV,Metallurgy,OP,Home State,107,1617,60,8285
378,"GEC, Gandhinagar",GOV,Robotics And Automation,EW,Home State,73.5,5269,66.5,6741
379,"GEC, Gandhinagar",GOV,Robotics And Automation,OP,Home State,102.5,1915,77.5,4589
380,"GEC, Gandhinagar",GOV,Robotics And Automation,SE,Home State,74,5206,56,9506
381,"GEC, Gandhinagar",GOV,Computer Engg.,OP,All India,99,2177,99,2177
382,"GEC, Gandhinagar",GOV,EC Engg.,OP,All India,93,2644,89,3055
383,"GEC, Gandhinagar",GOV,Instrumentation & Control Engg.,OP,All India,66,6874,54.5,10029
384,"GEC, Gandhinagar",GOV,Metallurgy,OP,All India,106.5,1647,51,10898
385,"GEC, Godhra",GOV,Civil Engg.,OP,Home State,77.5,4605,42,13635
386,"GEC, Godhra",GOV,Civil Engg.,TF,Home State,72.5,5518,72.5,5518
387,"GEC, Godhra",GOV,Electrical Engg.,OP,Home State,87.5,3249,40.5,13892
388,"GEC, Godhra",GOV,Electrical Engg.,SE,Home State,39.5,14268,26,16477
389,"GEC, Godhra",GOV,Mechanical Engg.,OP,Home State,80.5,4083,26.5,16433
390,"GEC, Godhra",GOV,Electrical Engg.,OP,All India,72,5593,72,5593
391,"GEC, Modasa",GOV,Civil Engg.,OP,Home State,99,2199,21,16870
392,"GEC, Modasa",GOV,Computer Engg.,EW,Home State,95.5,2440,87.5,3204
393,"GEC, Modasa",GOV,Computer Engg.,OP,Home State,127,752,100.5,2070
394,"GEC, Modasa",GOV,Computer Engg.,SE,Home State,99.5,2144,82.5,3881
395,"GEC, Modasa",GOV,Computer Engg.,ST,Home State,44,13024,44,13024
396,"GEC, Modasa",GOV,Computer Engg.,TF,Home State,135.5,517,135.5,517
397,"GEC, Modasa",GOV,Electrical Engg.,OP,Home State,84.5,3580,27,16395
398,"GEC, Modasa",GOV,Information Tech.,EW,Home State,93.5,2608,85.5,3465
399,"GEC, Modasa",GOV,Information Tech.,OP,Home State,123.5,862,97.5,2299
400,"GEC, Modasa",GOV,Information Tech.,SC,Home State,77.5,4615,45,12653
401,"GEC, Modasa",GOV,Information Tech.,SE,Home State,97,2342,80,4169
402,"GEC, Modasa",GOV,Information Tech.,ST,Home State,40,14181,40,14181
403,"GEC, Modasa",GOV,Information Tech.,TF,Home State,126,789,126,789
404,"GEC, Modasa",GOV,Mechanical Engg.,OP,Home State,89.5,3000,28,16246
405,"GEC, Modasa",GOV,Automobile Engg.,OP,Home State,61,8068,37.5,14715
406,"GEC, Modasa",GOV,Automobile Engg.,TF,Home State,26.5,16456,26.5,16456
407,"GEC, Modasa",GOV,EC Engg.,OP,Home State,43.5,13119,43.5,13119
408,"GEC, Modasa",GOV,Computer Engg.,OP,All India,102,1921,102,1921
409,"GEC, Modasa",GOV,Electrical Engg.,OP,All India,62.5,7647,45,12670
410,"GEC, Modasa",GOV,Information Tech.,OP,All India,67,6611,67,6611
411,"GEC, Palanpur",GOV,Civil Engg.,OP,Home State,122.5,892,30,16064
412,"GEC, Palanpur",GOV,Computer Engg.,EW,Home State,90,2963,78.5,4447
413,"GEC, Palanpur",GOV,Computer Engg.,OP,Home State,122.5,900,90,2940
414,"GEC, Palanpur",GOV,Computer Engg.,SC,Home State,68.5,6320,68.5,6320
415,"GEC, Palanpur",GOV,Computer Engg.,SE,Home State,90,2964,78.5,4413
416,"GEC, Palanpur",GOV,Computer Engg.,TF,Home State,116,1183,116,1183
417,"GEC, Palanpur",GOV,Electrical Engg.,OP,Home State,82.5,3825,32.5,15737
418,"GEC, Palanpur",GOV,Mechanical Engg.,OP,Home State,102.5,1908,39,14354
419,"GEC, Patan",GOV,Civil Engg.,OP,Home State,88,3176,38,14543
420,"GEC, Patan",GOV,Electrical Engg.,OP,Home State,74.5,5053,31,15899
421,"GEC, Patan",GOV,Electrical Engg.,TF,Home State,71,5738,71,5738
422,"GEC, Patan",GOV,Mechanical Engg.,OP,Home State,79.5,4246,25.5,16495
423,"GEC, Patan",GOV,Mechanical Engg.,TF,Home State,81,4009,81,4009
424,"GEC, Patan",GOV,Computer Science & Engg,EW,Home State,97.5,2280,86.5,3347
425,"GEC, Patan",GOV,Computer Science & Engg,OP,Home State,143,340,101.5,1967
426,"GEC, Patan",GOV,Computer Science & Engg,SE,Home State,99.5,2160,85,3504
427,"GEC, Patan",GOV,Computer Science & Engg,ST,Home State,36,14978,36,14978
428,"GEC, Patan",GOV,Electrical Engg.,OP,All India,72.5,5452,72.5,5452
429,"GEC, Patan",GOV,Computer Science & Engg,OP,All India,69.5,6079,69.5,6079
430,"GEC, Rajkot",GOV,Civil Engg.,OP,Home State,138.5,438,20.5,16893
431,"GEC, Rajkot",GOV,Computer Engg.,EW,Home State,127,747,125,812
432,"GEC, Rajkot",GOV,Computer Engg.,OP,Home State,137.5,461,127.5,734
433,"GEC, Rajkot",GOV,Computer Engg.,SC,Home State,95.5,2477,93,2649
434,"GEC, Rajkot",GOV,Computer Engg.,SE,Home State,127,763,115,1225
435,"GEC, Rajkot",GOV,Computer Engg.,ST,Home State,54,10050,54,10050
436,"GEC, Rajkot",GOV,Computer Engg.,TF,Home State,142.5,356,142.5,356
437,"GEC, Rajkot",GOV,Electrical Engg.,EW,Home State,75,4957,62.5,7812
438,"GEC, Rajkot",GOV,Electrical Engg.,OP,Home State,109,1496,94,2575
439,"GEC, Rajkot",GOV,Electrical Engg.,SE,Home State,91.5,2830,79.5,4279
440,"GEC, Rajkot",GOV,Electrical Engg.,ST,Home State,41,13818,41,13818
441,"GEC, Rajkot",GOV,Electrical Engg.,TF,Home State,106.5,1648,106.5,1648
442,"GEC, Rajkot",GOV,Mechanical Engg.,EW,Home State,60.5,8257,59,8671
443,"GEC, Rajkot",GOV,Mechanical Engg.,OP,Home State,96,2422,62.5,7657
444,"GEC, Rajkot",GOV,Mechanical Engg.,SE,Home State,62.5,7774,43,13275
445,"GEC, Rajkot",GOV,EC Engg.,OP,Home State,99.5,2138,30,16112
446,"GEC, Rajkot",GOV,EC Engg.,TF,Home State,111,1363,111,1363
447,"GEC, Rajkot",GOV,Instrumentation & Control Engg.,OP,Home State,97,2343,41,13832
448,"GEC, Rajkot",GOV,Robotics And Automation,OP,Home State,95,2532,26.5,16431
449,"GEC, Rajkot",GOV,Artificial Intelligence And Data Science,EW,Home State,101,2007,94,2591
450,"GEC, Rajkot",GOV,Artificial Intelligence And Data Science,OP,Home State,127,758,113.5,1279
451,"GEC, Rajkot",GOV,Artificial Intelligence And Data Science,SE,Home State,106.5,1631,104.5,1778
452,"GEC, Rajkot",GOV,Artificial Intelligence And Data Science,TF,Home State,151.5,203,151.5,203
453,"GEC, Rajkot",GOV,Civil Engg.,OP,All India,109,1486,68.5,6254
454,"GEC, Rajkot",GOV,Computer Engg.,OP,All India,86,3400,86,3400
455,"GEC, Rajkot",GOV,EC Engg.,OP,All India,75,4993,51.5,10807
456,"GEC, Rajkot",GOV,Robotics And Automation,OP,All India,91,2882,50,11343
457,"GEC, Surat",GOV,Civil Engg.,EW,Home State,59.5,8546,59.5,8546
458,"GEC, Surat",GOV,Civil Engg.,OP,Home State,123.5,859,63.5,7478
459,"GEC, Surat",GOV,Civil Engg.,SC,Home State,63,7517,41.5,13689
460,"GEC, Surat",GOV,Civil Engg.,SE,Home State,62.5,7780,37,14832
461,"GEC, Surat",GOV,Civil Engg.,ST,Home State,62.5,7648,27.5,16358
462,"GEC, Surat",GOV,Civil Engg.,TF,Home State,117.5,1110,117.5,1110
463,"GEC, Surat",GOV,Computer Engg.,EW,Home State,140.5,405,137,487
464,"GEC, Surat",GOV,Computer Engg.,OP,Home State,162,83,145.5,296
465,"GEC, Surat",GOV,Computer Engg.,SC,Home State,131,626,131,626
466,"GEC, Surat",GOV,Computer Engg.,SE,Home State,140.5,406,125.5,800
467,"GEC, Surat",GOV,Computer Engg.,ST,Home State,74,5166,74,5197
468,"GEC, Surat",GOV,Computer Engg.,TF,Home State,163.5,64,163.5,64
469,"GEC, Surat",GOV,Electrical Engg.,EW,Home State,67.5,6433,38,14575
470,"GEC, Surat",GOV,Electrical Engg.,OP,Home State,134.5,550,92,2800
471,"GEC, Surat",GOV,Electrical Engg.,SC,Home State,87.5,3211,83.5,3680
472,"GEC, Surat",GOV,Electrical Engg.,SE,Home State,89,3059,59,8683
473,"GEC, Surat",GOV,Electrical Engg.,ST,Home State,86.5,3331,41,13752
474,"GEC, Surat",GOV,Environmental Engg.,OP,Home State,100,2123,32.5,15713
475,"GEC, Surat",GOV,Mechanical Engg.,EW,Home State,80.5,4109,49.5,11534
476,"GEC, Surat",GOV,Mechanical Engg.,OP,Home State,137.5,467,84,3643
477,"GEC, Surat",GOV,Mechanical Engg.,SC,Home State,66,6801,62.5,7739
478,"GEC, Surat",GOV,Mechanical Engg.,SE,Home State,84,3672,49,11633
479,"GEC, Surat",GOV,Mechanical Engg.,TF,Home State,148,262,148,262
480,"GEC, Surat",GOV,EC Engg.,OP,Home State,113.5,1275,29.5,16147
481,"GEC, Surat",GOV,EC Engg.,TF,Home State,121,962,121,962
482,"GEC, Surat",GOV,Civil Engg.,OP,All India,132,615,132,615
483,"GEC, Surat",GOV,Electrical Engg.,OP,All India,100,2091,100,2091
484,"GEC, Surat",GOV,Mechanical Engg.,OP,All India,103,1855,103,1855
485,"GEC, Valsad",GOV,Civil Engg.,OP,Home State,106,1682,26.5,16427
486,"GEC, Valsad",GOV,Civil Engg.,TF,Home State,62,7892,62,7892
487,"GEC, Valsad",GOV,Electrical Engg.,OP,Home State,92.5,2705,80,4168
488,"GEC, Valsad",GOV,Electrical Engg.,SC,Home State,65,7086,65,7086
489,"GEC, Valsad",GOV,Electrical Engg.,SE,Home State,65,7169,50,11199
490,"GEC, Valsad",GOV,Electrical Engg.,ST,Home State,80,4221,68.5,6273
491,"GEC, Valsad",GOV,Mechanical Engg.,OP,Home State,80,4182,22.5,16788
492,"GEC, Valsad",GOV,Mechanical Engg.,TF,Home State,93,2667,93,2667
493,"GEC, Valsad",GOV,Chemical Engg.,EW,Home State,50,11367,30,16051
494,"GEC, Valsad",GOV,Chemical Engg.,OP,Home State,114.5,1236,52,10719
495,"GEC, Valsad",GOV,Chemical Engg.,SE,Home State,45.5,12586,42.5,13425
496,"GEC, Valsad",GOV,Mechanical Engg.,OP,All India,82.5,3815,60,8371
497,"GEC, Valsad",GOV,Chemical Engg.,OP,All India,130,663,130,663
498,"GIDCDEC, Navsari",SFI,Civil Engg.,OP,Home State,32,15768,32,15768
499,"GIDCDEC, Navsari",SFI,Civil Engg.,TF,Home State,85,3533,85,3533
500,"GIDCDEC, Navsari",SFI,Computer Engg.,EW,Home State,55.5,9611,55.5,9611
501,"GIDCDEC, Navsari",SFI,Computer Engg.,OP,Home State,121,956,85,3514
502,"GIDCDEC, Navsari",SFI,Computer Engg.,OPPH,Home State,47.5,11994,47.5,11994
503,"GIDCDEC, Navsari",SFI,Computer Engg.,SE,Home State,82.5,3870,66.5,6762
504,"GIDCDEC, Navsari",SFI,Computer Engg.,ST,Home State,51,10959,51,10959
505,"GIDCDEC, Navsari",SFI,Electrical Engg.,OP,Home State,74,5186,35.5,15067
506,"GIDCDEC, Navsari",SFI,Automobile Engg.,OP,Home State,67.5,6557,30,16087
507,"GIT, Gandhinagar",SFI,Civil Engg.,OP,Home State,45,12652,45,12652
508,"GIT, Gandhinagar",SFI,Computer Engg.,OP,Home State,87.5,3227,37,14853
509,"GIT, Gandhinagar",SFI,Computer Engg.,TF,Home State,135.5,519,135.5,519
510,"GIT, Gandhinagar",SFI,Electrical Engg.,TF,Home State,84,3675,84,3675
511,"GIT, Gandhinagar",SFI,Information Tech.,OP,Home State,104,1810,40,14246
512,"GIT, Gandhinagar",SFI,Information Tech.,TF,Home State,125.5,801,125.5,801
513,"GIT, Gandhinagar",SFI,Mechanical Engg.,OP,Home State,72.5,5516,50,11330
514,"GIT, Gandhinagar",SFI,Mechanical Engg.,TF,Home State,88,3164,88,3164
515,"GIT, Gandhinagar",SFI,Computer Science & Engg,OP,Home State,87,3296,53,10384
516,"GIT, Gandhinagar",SFI,Computer Science & Engg,TF,Home State,134,566,134,566
517,"GIT, Gandhinagar",SFI,Cyber Security,OP,Home State,71.5,5698,71.5,5698
518,"GPERI, Mevad",SFI,Civil Engg.,OP,Home State,57,9290,49,11598
519,"GPERI, Mevad",SFI,Computer Engg.,EW,Home State,51.5,10814,51.5,10814
520,"GPERI, Mevad",SFI,Computer Engg.,OP,Home State,88.5,3113,69.5,6107
521,"GPERI, Mevad",SFI,Computer Engg.,SE,Home State,65.5,6881,60,8365
522,"GPERI, Mevad",SFI,Computer Engg.,TF,Home State,105,1738,105,1738
523,"GPERI, Mevad",SFI,Mechanical Engg.,OP,Home State,73.5,5270,40,14033
524,"GPERI, Mevad",SFI,Computer Engg.-Gujarati,OP,Home State,62,7899,62,7899
525,"GrowMore, Berna",SFI,Civil Engg.,OP,Home State,72.5,5521,57.5,8990
526,"GrowMore, Berna",SFI,Computer Engg.,OP,Home State,72.5,5477,45,12618
527,"GrowMore, Berna",SFI,Information Tech.,OP,Home State,50,11296,50,11296
528,"GrowMore, Berna",SFI,Mechanical Engg.,OP,Home State,38,14512,38,14512
529,"GSFCU, Vadodara",SFI,Chemical Engg.,OP,Home State,114.5,1247,18,17007
530,"GSFCU, Vadodara",SFI,Computer Science & Engg,EW,Home State,75,5029,65,7099
531,"GSFCU, Vadodara",SFI,Computer Science & Engg,OP,Home State,123.5,863,82.5,3887
532,"GSFCU, Vadodara",SFI,Computer Science & Engg,SC,Home State,77.5,4588,75,5050
533,"GSFCU, Vadodara",SFI,Computer Science & Engg,SE,Home State,77.5,4609,42,13577
534,"GSFCU, Vadodara",SFI,Computer Science & Engg,TF,Home State,150.5,219,150.5,219
535,"GSFCU, Vadodara",SFI,"Fire And Env. Health, Safety Engineering",OP,Home State,68,6333,44.5,12893
536,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,EW,Home State,135.5,522,135.5,522
537,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,OP,Home State,140.5,404,137,481
538,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,SC,Home State,108.5,1516,108.5,1516
539,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,SE,Home State,132.5,597,118,1075
540,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,ST,Home State,57.5,9100,40,13993
541,"GTU-SOEAT, Ahmedabad",SFI,Computer Engg.,TF,Home State,148.5,259,148.5,259
542,"Gyanmanjari, Bhavnagar",SFI,Computer Engg.,OP,Home State,102.5,1916,40,14158
543,"Gyanmanjari, Bhavnagar",SFI,Electrical Engg.,OP,Home State,94,2595,94,2595
544,"Gyanmanjari, Bhavnagar",SFI,Information Tech.,OP,Home State,107,1628,75.5,4867
545,"Gyanmanjari, Bhavnagar",SFI,Information Tech.,TF,Home State,106.5,1659,106.5,1659
546,"Gyanmanjari, Bhavnagar",SFI,Mechanical Engg.,OP,Home State,55,9744,49,11596
547,"Gyanmanjari, Bhavnagar",SFI,Chemical Engg.,OP,Home State,65,7125,65,7125
548,"Gyanmanjari, Bhavnagar",SFI,Chemical Engg.,TF,Home State,84.5,3593,84.5,3593
549,"Gyanmanjari, Bhavnagar",SFI,Computer Science & Engg,OP,Home State,111,1369,111,1369
550,"Gyanmanjari, Bhavnagar",SFI,Computer Science & Engg,TF,Home State,118.5,1066,118.5,1066
551,"Gyanmanjari, Bhavnagar",SFI,Information & Communication Tech.,OP,Home State,78,4520,78,4520
552,"Hansaba, Patan",SFI,Computer Engg.,OP,Home State,69,6131,52.5,10604
553,"Hansaba, Patan",SFI,Computer Engg.,TF,Home State,116.5,1136,116.5,1136
554,"Hansaba, Patan",SFI,Electrical Engg.,OP,Home State,61,8112,61,8112
555,"Hansaba, Patan",SFI,Electrical Engg.,TF,Home State,64.5,7218,64.5,7218
556,"Hansaba, Patan",SFI,Information Tech.,OP,Home State,78.5,4436,78.5,4436
557,HGCE-Ahmedabad,SFI,Computer Engg.,OP,Home State,57,9251,57,9251
558,HGCE-Ahmedabad,SFI,Computer Engg.,TF,Home State,120,1002,120,1002
559,HGCE-Ahmedabad,SFI,Information Tech.,OP,Home State,90,2962,66,6845
560,HGCE-Ahmedabad,SFI,Information Tech.,TF,Home State,122,917,122,917
561,HGCE-Ahmedabad,SFI,Mechanical Engg.,OP,Home State,65.5,6885,65.5,6885
562,HGCE-Ahmedabad,SFI,Mechanical Engg.,TF,Home State,59.5,8636,59.5,8636
563,"HJD, Kera",SFI,Civil Engg.,OP,Home State,122,916,38,14526
564,"HJD, Kera",SFI,Computer Science & Engg,OP,Home State,85,3535,60,8399
565,"IAR, Gandhinagar",SFI,Computer Engg.,EW,Home State,70.5,5840,47.5,11907
566,"IAR, Gandhinagar",SFI,Computer Engg.,OP,Home State,131,623,71,5725
567,"IAR, Gandhinagar",SFI,Computer Engg.,SC,Home State,60,8507,60,8507
568,"IAR, Gandhinagar",SFI,Computer Engg.,SE,Home State,60,8476,44,12989
569,"IAR, Gandhinagar",SFI,Computer Engg.,TF,Home State,120,1012,120,1012
570,"IAR, Gandhinagar",SFI,Information Tech.,OP,Home State,107.5,1599,39.5,14305
571,"IAR, Gandhinagar",SFI,Chemical Engg.,OP,Home State,91,2869,53,10326
572,"Indrashil, Kadi",SFI,Computer Science & Engg,OP,Home State,88.5,3121,88.5,3121
573,"Indrashil, Kadi",SFI,Computer Science & Engg,TF,Home State,112,1332,112,1332
574,"Indus Uni., Ahmedabad",SFI,Civil Engg.,OP,Home State,101.5,1997,44.5,12871
575,"Indus Uni., Ahmedabad",SFI,Computer Engg.,OP,Home State,128.5,713,38,14580
576,"Indus Uni., Ahmedabad",SFI,Computer Engg.,TF,Home State,140,408,140,408
577,"Indus Uni., Ahmedabad",SFI,Electrical Engg.,OP,Home State,95,2537,64.5,7214
578,"Indus Uni., Ahmedabad",SFI,Information Tech.,OP,Home State,132.5,603,47.5,12131
579,"Indus Uni., Ahmedabad",SFI,Information Tech.,TF,Home State,139.5,418,139.5,418
580,"Indus Uni., Ahmedabad",SFI,Mechanical Engg.,OP,Home State,64,7337,48.5,11741
581,"Indus Uni., Ahmedabad",SFI,Mechanical Engg.,TF,Home State,98.5,2228,98.5,2228
582,"Indus Uni., Ahmedabad",SFI,Automobile Engg.,OP,Home State,63.5,7426,45,12839
583,"Indus Uni., Ahmedabad",SFI,Automobile Engg.,TF,Home State,82.5,3890,82.5,3890
584,"Indus Uni., Ahmedabad",SFI,Computer Science & Engg,OP,Home State,111.5,1353,37.5,14762
585,"Indus Uni., Ahmedabad",SFI,Computer Science & Engg,TF,Home State,142,366,142,366
586,"Indus Uni., Ahmedabad",SFI,Cyber Security,OP,Home State,120,1000,49,11635
587,"Ipcowala, Dharmaj",SFI,Computer Engg.,OP,Home State,50,11353,50,11353
588,"Ipcowala, Dharmaj",SFI,Mechanical Engg.,TF,Home State,48.5,11657,48.5,11657
589,"ITM-SLS, Vadodara",SFI,Information Tech.,OP,Home State,89,3068,67.5,6576
590,"ITM-SLS, Vadodara",SFI,Information Tech.,TF,Home State,139,436,139,436
591,"ITM-SLS, Vadodara",SFI,Computer Science & Engg,OP,Home State,88.5,3125,40,14044
592,"ITM-SLS, Vadodara",SFI,Computer Science & Engg,TF,Home State,134,561,134,561
593,"ITM-SLS, Vadodara",SFI,CSE (Cyber Security),OP,Home State,63.5,7432,62.5,7822
594,"ITM-SLS, Vadodara",SFI,CSE (Artificial Intelligence),OP,Home State,77.5,4625,77.5,4625
595,"ITM-SLS, Vadodara",SFI,CSE (Artificial Intelligence),TF,Home State,108,1547,108,1547
596,"JG University, Ahmedabad",SFI,Information Tech.,OP,Home State,125.5,806,20,16916
597,"JG University, Ahmedabad",SFI,Information Tech.,TF,Home State,126.5,773,126.5,773
